"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1972877808","x1102985982851383297",2019-03-05 17:35:25,"AJRoyWrites","For a second there I thought the mail carrier had a septum piercing and I was all ""Sweet!""

Turns out it was just a clear droplet of snot dangling from the end of her nose. Cold out there.","Twitter for Android",188,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJRoyWrites/status/1102985982851383297","A.J. Roy","Wisconsin, USA","Aspiring Hermit, Cannabis Advocate, gay enough to balance the rest of the room. Disabled due to mental illness. I'm probably not going to acknowledge you. 🕇🌈☠","https://t.co/3o7MsapxVJ",FALSE,164,96,24,12257,116652,2013-10-19 21:38:41,FALSE,"https://t.co/3o7MsapxVJ","http://www.AJRoyWrites.WordPress.com","en","https://pbs.twimg.com/profile_banners/1972877808/1382238898","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/806692641714872321/8HQDVgTj_normal.jpg"
"x436653236","x1102985152702103552",2019-03-05 17:32:07,"familybiznas","Flu
Strep and  Pneumonia!!! No wonder why I'm not feeling any better. :-(","Facebook",73,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/familybiznas/status/1102985152702103552","Blair Morgan McVeigh","Norfolk, Va","I have the best family... my husband Jacob Bayer and our beautiful princess Aydin! I am so blessed in this world!","https://t.co/bix70ooLtc",FALSE,279,878,2,25191,108,2011-12-14 11:55:57,FALSE,"https://t.co/bix70ooLtc","http://www.facebook.com/sexywaverider","en","https://pbs.twimg.com/profile_banners/436653236/1443906957","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/650418147649040384/WYuQN-z6_normal.jpg"
"x82664381","x1102985013690331136",2019-03-05 17:31:34,"growlgirl","Weird, woke up okay and made hair color appointment &amp; got one for today. Dressed and ready to leave, suddenly nauseous,  nose stuffed up, feels like the flu which I already had. Staying home, lying down. Annoying.","Twitter for iPhone",217,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json","Philadelphia","Philadelphia, PA","city","United States","US","NA NA","NA NA","-75.280284 -74.955712 -74.955712 -75.280284 39.871811 39.871811 40.13792 40.13792","https://twitter.com/growlgirl/status/1102985013690331136","Tamara Janes","Philadelphia PA","Political junkie, Passionate animal lover, Environmental Justice, Science, Technology, Space and SciFi #AndrewMcCabeIsAHero","https://t.co/25CnQrJf0b",FALSE,2392,3338,77,50173,39286,2009-10-15 17:15:54,FALSE,"https://t.co/25CnQrJf0b","http://www.moonincancer.com","en","https://pbs.twimg.com/profile_banners/82664381/1474516189","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/1097368305248227329/xg0XH41R_normal.jpg"
"x939784999","x1102984474067755008",2019-03-05 17:29:25,"jbby_31","Probably possibly the keto flu also might’ve been all the snot nose kids at seaworld yesterday 😓","Twitter for iPhone",96,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jbby_31/status/1102984474067755008","jaNINA","San Diego, CA","Grow through what you go through ✨",,FALSE,141,392,0,19361,6594,2012-11-10 19:39:20,FALSE,,,"en","https://pbs.twimg.com/profile_banners/939784999/1546474647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099571762474344448/s9CQ9rNa_normal.jpg"
"x314885704","x1102983999679422464",2019-03-05 17:27:32,"takeovertashh_","I have this damn cold for over a month and I am tired of sleeping with a stuffy nose 😢😢😢","Twitter for iPhone",88,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/takeovertashh_/status/1102983999679422464","Natasha","NM","UNM 👩🏽‍🎓",,FALSE,205,71,2,35934,64,2011-06-10 23:52:10,FALSE,,,"en","https://pbs.twimg.com/profile_banners/314885704/1545466715","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1102831418407739392/ekjzJHy4_normal.jpg"
"x17876394","x1102982868454834178",2019-03-05 17:23:02,"OscilloUSA","Love #Oscillococcinum for flu-like symptoms? Then you might like @BoironUSA Coldcalm for sneezing, runny nose &amp; minor sore throat. Claim basis: https://t.co/jwPYUtHuIU https://t.co/ZxDYuXMY3i","Sprout Social",171,,,,FALSE,FALSE,1,3,"Oscillococcinum",,"bit.ly/241tRJw","https://t.co/jwPYUtHuIU","http://bit.ly/241tRJw","http://pbs.twimg.com/media/D06VESQWkAI1v8x.jpg","https://t.co/ZxDYuXMY3i","https://twitter.com/OscilloUSA/status/1102982868454834178/photo/1","photo","http://pbs.twimg.com/media/D06VESQWkAI1v8x.jpg","https://t.co/ZxDYuXMY3i","https://twitter.com/OscilloUSA/status/1102982868454834178/photo/1",,"x43492105","BoironUSA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/OscilloUSA/status/1102982868454834178","Oscillococcinum USA","Newtown Square, Pa.","Oscillococcinum®, Chestal® & Coldcalm® are non-drowsy,@BoironUSA homeopathic cough, cold & flu medicines.","https://t.co/dT7XvO0ATL",FALSE,4396,471,97,18265,9,2008-12-04 19:50:15,FALSE,"https://t.co/dT7XvO0ATL","http://Oscillo.com","en","https://pbs.twimg.com/profile_banners/17876394/1536261553","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000053549469/4dce20362fd0e647833575202ccb2eb9_normal.png"
"x373569232","x1102980675072856069",2019-03-05 17:14:19,"NatalyeVargas","@realkenzienash My literally eye clit is squirting tear juice on my glasses when I blow my nose. I have a cold and my sinuses are playing games","Twitter for iPhone",127,"x1102780003887054848","x24044701","realkenzienash",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x24044701","realkenzienash","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NatalyeVargas/status/1102980675072856069","Natalye","Scranton, PA","i ain’t lackin love, just lactose • 2% ass, 98% asthma • it’s just me, my husband, & 2 lil cats • I weigh about 148,800 tic tacs.",,FALSE,449,555,2,23269,49343,2011-09-14 20:25:57,FALSE,,,"en","https://pbs.twimg.com/profile_banners/373569232/1528256550","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1070384231694643201/62cR2z5y_normal.jpg"
"x748371818646495232","x1102980048196374528",2019-03-05 17:11:50,"emmy_arcade","Wierd ritalin side effects: chronically runny nose","Twitter for iPhone",50,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/emmy_arcade/status/1102980048196374528","emmy","Virginia, USA","art student, vidya gaymes hEDS/HSD",,FALSE,34,180,0,1036,3546,2016-06-30 04:25:20,FALSE,,,"en","https://pbs.twimg.com/profile_banners/748371818646495232/1543884759","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1069756267026178053/jBfndui__normal.jpg"
"x339703672","x1102979905065639938",2019-03-05 17:11:16,"CJOBchristian","I initially said that Sinclair Park had no rink. While their main site does not, which was what the city website said, I've been told their satellite site on Radford does. So looks like I got one more to go. https://t.co/vtDsDAG6rT","Twitter Web Client",231,,,,FALSE,FALSE,13,1,,,"globalnews.ca/news/5010833/a…","https://t.co/vtDsDAG6rT","https://globalnews.ca/news/5010833/a-runny-nose-and-frozen-toes-what-i-learned-from-skating-on-every-outdoor-hockey-rink-in-winnipeg/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CJOBchristian/status/1102979905065639938","Christian Aumell","Winnipeg, Manitoba","CJOB Sports Show Host. Scrum Lurker. Taller than you but still can't dunk.","https://t.co/C65YO71dkf",FALSE,583,424,11,3433,146,2011-07-21 14:38:31,FALSE,"https://t.co/C65YO71dkf","http://christianaumell.com","en","https://pbs.twimg.com/profile_banners/339703672/1496970984","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1083881876358496256/Hrp0IPi0_normal.jpg"
"x35947645","x1102979447509016576",2019-03-05 17:09:27,"BeccahDelilah","If my nose could stop being so runny and stuffy that would be great","Twitter for Android",67,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BeccahDelilah/status/1102979447509016576","Beccah Watson","Riverside, CA","Married to my best friend since 10.06.16
Trying to figure out life as I go",,FALSE,39,218,1,345,346,2009-04-28 01:51:48,FALSE,,,"en","https://pbs.twimg.com/profile_banners/35947645/1534694452","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1028853847127556097/Zk_ai7Rf_normal.jpg"
"x2647950260","x1102978891734573061",2019-03-05 17:07:14,"SusannaBavin","@JenGilroy1 @JaneCable Can't believe Luc's nose was ever runny....","Twitter Web Client",43,"x1102928083286413313","x2394876068","JenGilroy1",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x2394876068 x406440393","JenGilroy1 JaneCable","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SusannaBavin/status/1102978891734573061","Susanna Bavin","Llandudno, North Wales","Saga writer, rep'd by @MBAAgents. Cat servant, reader, gardener, baker, needleworker. Former librarian, former teacher. RNA. NaNoWriMo. Love living by the sea.","https://t.co/LO7uOozKuS",FALSE,6174,5180,245,18496,2824,2014-07-15 14:43:43,FALSE,"https://t.co/LO7uOozKuS","http://www.susannabavin.co.uk/","en","https://pbs.twimg.com/profile_banners/2647950260/1539874819","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/689853926850560002/kgWx5crJ_normal.jpg"
"x806532993808334848","x1102665235939319813",2019-03-04 20:20:53,"sacwriter","@JoAnneMcLain4 Thanks. We have no idea why it ruptured however, since I didn’t have a cold or allergies and no one stuck a finger up my nose.","Twitter for iPad",126,"x1102650532454371331","x2324749075","JoAnneMcLain4",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x2324749075","JoAnneMcLain4","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sacwriter/status/1102665235939319813","Mike Phillips","Sacramento, CA","Trauma and sex therapist for 37 yrs. Pastor for 39 yrs. Author of 4 books and 150 articles on counseling and trauma.","https://t.co/bVCnUEMm13",FALSE,2357,636,19,10017,24098,2016-12-07 16:17:05,FALSE,"https://t.co/bVCnUEMm13","http://mikeinsac.com","en","https://pbs.twimg.com/profile_banners/806532993808334848/1518716150","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101145076191813637/wPWBBGl3_normal.jpg"
"x806532993808334848","x1102975755506540544",2019-03-05 16:54:47,"sacwriter","@RedemptionBB That is what I want to know. 
The most common causes are:
—a cold, allergies and lots of nose-blowing
—dried out nasal passage
—an injury to the head/nose area
—high blood pressure.

I had none of those. I had just been singing. That’s it. Once it started however, blood thinners!","Twitter for iPad",280,"x1102971390435737601","x1071204756838854657","RedemptionBB",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x1071204756838854657","RedemptionBB","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sacwriter/status/1102975755506540544","Mike Phillips","Sacramento, CA","Trauma and sex therapist for 37 yrs. Pastor for 39 yrs. Author of 4 books and 150 articles on counseling and trauma.","https://t.co/bVCnUEMm13",FALSE,2357,636,19,10017,24098,2016-12-07 16:17:05,FALSE,"https://t.co/bVCnUEMm13","http://mikeinsac.com","en","https://pbs.twimg.com/profile_banners/806532993808334848/1518716150","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101145076191813637/wPWBBGl3_normal.jpg"
"x1916343793","x1102975008039677957",2019-03-05 16:51:48,"newchloe18","I had a cold but wonderful walk this morning with my horse and my dog! Great way to start the day! 

(Sorry for the dirty nose, he kinda rolled himself in the sand before we went for a walk. 😅) https://t.co/kxdnLguSOQ","Twitter for Android",193,,,,FALSE,FALSE,585,13,,,,,,"http://pbs.twimg.com/media/D06Nc94VAAAfpmk.jpg","https://t.co/kxdnLguSOQ","https://twitter.com/newchloe18/status/1102975008039677957/photo/1","photo","http://pbs.twimg.com/media/D06Nc94VAAAfpmk.jpg","https://t.co/kxdnLguSOQ","https://twitter.com/newchloe18/status/1102975008039677957/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/newchloe18/status/1102975008039677957","Chloe Lewis","Canada","Software Engineer, Live Streamer and Founder @noodApp","https://t.co/SA06ogQY8H",FALSE,86741,7439,405,48601,71096,2013-09-29 06:13:13,FALSE,"https://t.co/SA06ogQY8H","http://nood.tv","en","https://pbs.twimg.com/profile_banners/1916343793/1519682031","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/943113359666200576/OVL3f_Pb_normal.jpg"
"x200641308","x1102974834378768384",2019-03-05 16:51:07,"JustKelseey","My coworker came into the breakroom where I was at and he heard me sniff my runny nose and he’s like “Pk lloras? No llores, todo car estar bien, va venir otro mejor y te va se mas feliz” 😂😂😂","Twitter for iPhone",190,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json","Houston","Houston, TX","city","United States","US","NA NA","NA NA","-95.823268 -95.069705 -95.069705 -95.823268 29.522325 29.522325 30.1546646 30.1546646","https://twitter.com/JustKelseey/status/1102974834378768384","🧁kells","Manhattan, NY","🦋 mind ya business ♉️ 🌛🌑🌜 🔯 𝓚𝓮𝓵𝓵𝓼 🎨","https://t.co/dlN5vAnFRN",FALSE,1790,1309,6,85210,46722,2010-10-09 20:57:46,FALSE,"https://t.co/dlN5vAnFRN","http://Instagram.com/justkelseey","en","https://pbs.twimg.com/profile_banners/200641308/1548976258","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1103686429656399877/CRWoLXXj_normal.jpg"
"x95998238","x1102974140544438272",2019-03-05 16:48:22,"orangiah_","if it's cold my nose runs if it's hot my nose runs if i'm tired my nose runs if i'm crying my nose runs if there's pollen my nose runs what does breathing feel like again","Twitter for Android",170,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/orangiah_/status/1102974140544438272","🍊 流星ORANGE","New York","ORANGIAH/jes | 26 | they/he | EN/JP OK | 兎赤 bokuaka・翠千 midochia・etc | https://t.co/7FNXTax8Ts | https://t.co/FbqSTbFpN6 | https://t.co/9k8mpe3GwV | https://t.co/Ts5tx1rxcZ","https://t.co/FKBOVjpflK",FALSE,505,330,23,18200,24427,2009-12-10 22:25:17,FALSE,"https://t.co/FKBOVjpflK","http://orangiah.tumblr.com","ja","https://pbs.twimg.com/profile_banners/95998238/1537243988","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1103529105394262017/dH0jWplq_normal.png"
"x895884991","x1102973821609541632",2019-03-05 16:47:05,"BeccaCox5","My nose can not handle this cold weather... it feel like it’s gonna fall off my face","Twitter for iPhone",84,,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BeccaCox5/status/1102973821609541632","becca","San Marcos, TX","i dropped my poptart",,FALSE,859,545,1,13530,105631,2012-10-21 18:19:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/895884991/1541426062","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1059302547473793024/7MTqhEYA_normal.jpg"
"x821534351418605569","x1102971877067292672",2019-03-05 16:39:22,"dakotaprindle","@brandonnparkk you got a runny nose?","Twitter for Android",21,"x1102933705931280385","x2824497948","brandonnparkk",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x2824497948","brandonnparkk","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dakotaprindle/status/1102971877067292672","Dakota Cîroc Johnson","Ohio, USA","",,FALSE,206,157,0,858,3135,2017-01-18 01:47:07,FALSE,,,"en","https://pbs.twimg.com/profile_banners/821534351418605569/1551057810",,"http://pbs.twimg.com/profile_images/1081757010616565760/Uprm0kgU_normal.jpg"
"x2620361192","x1102971166552190976",2019-03-05 16:36:32,"chickanichole","This air is to cold to even breathe without your nose feeling like spikes going through it","Twitter for iPhone",90,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chickanichole/status/1102971166552190976","Ash🌸","Dallas, TX","","https://t.co/THXAyZ3ool",FALSE,523,243,4,18883,34127,2014-07-12 04:33:16,FALSE,"https://t.co/THXAyZ3ool","http://DallasCowboys.com","en","https://pbs.twimg.com/profile_banners/2620361192/1549698298","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1083985951565717504/twZtsxQE_normal.jpg"
"x421532187","x1102969059702964224",2019-03-05 16:28:10,"_DopeDistrict","Woke up this morning sick as fuck. Couldn’t fall asleep until 5. Was up all night throwing up &amp; blowing my damn nose. I can’t be sick again. I just got over a cold a week ago.","Twitter for iPhone",179,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_DopeDistrict/status/1102969059702964224","D","Elizabeth City, NC","",,FALSE,12089,6583,11,6509,74,2011-11-26 02:21:46,FALSE,,,"en","https://pbs.twimg.com/profile_banners/421532187/1551673557","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1102424888923574272/XWKCxSjs_normal.jpg"
"x2396574260","x1102967658759290881",2019-03-05 16:22:36,"nourishseniors","Thanks to @SenPatRoberts for bringing up the importance of #seniors receiving #vaccines against flu and pneumonia.","Twitter Web Client",114,,,,FALSE,FALSE,0,0,"seniors vaccines",,,,,,,,,,,,,"x75364211","SenPatRoberts","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nourishseniors/status/1102967658759290881","NANASP","Washington, DC","National Association of Nutrition and Aging Services Programs: National Voice. Local Action.","http://t.co/6yGmPWl8iM",FALSE,741,397,34,708,68,2014-03-18 17:38:02,FALSE,"http://t.co/6yGmPWl8iM","http://nanasp.org","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/445979029137403904/Etxrea56_normal.jpeg"
"x2396574260","x1100829166105092096",2019-02-27 18:45:00,"nourishseniors","“About 18,000 older adults die from pneumonia annually, and in fact, flu and pneumonia were the eighth-leading cause of death in the United States in recent years.” The CDC should leave in place current vax recs @MorningConsult #vaccinesmatter
https://t.co/X9oyTDyiyJ","TweetDeck",267,,,,FALSE,FALSE,0,0,"vaccinesmatter",,"morningconsult.com/opinions/older…","https://t.co/X9oyTDyiyJ","https://morningconsult.com/opinions/older-americans-may-face-issues-accessing-vaccines-if-cdc-panel-makes-changes/",,,,,,,,,"x149954544","MorningConsult","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nourishseniors/status/1100829166105092096","NANASP","Washington, DC","National Association of Nutrition and Aging Services Programs: National Voice. Local Action.","http://t.co/6yGmPWl8iM",FALSE,741,397,34,708,68,2014-03-18 17:38:02,FALSE,"http://t.co/6yGmPWl8iM","http://nanasp.org","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/445979029137403904/Etxrea56_normal.jpeg"
"x580356498","x1102967516857597952",2019-03-05 16:22:02,"Asapgreen","I drip everyday like a runny nose","Twitter for Android",33,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Asapgreen/status/1102967516857597952","John Green","minnesota","'Degrease'~ Young Thug 2018
No Young Thug slander will be tolerated
 🐍 Slime Language🐍",,FALSE,316,360,4,6534,9678,2012-05-14 21:56:45,FALSE,,,"en","https://pbs.twimg.com/profile_banners/580356498/1539893362","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/969067679310057472/VYIXgpf-_normal.jpg"
"x212817063","x1102966806401175552",2019-03-05 16:19:13,"urbaninfogirl","Yesterday I thought I was getting a cold or something, but last evening I was actually feeling ok, so maybe not? Then I felt gross again this morning BUT I decided to take Benadryl and guess what? It worked and I feel fine again - no more runny nose, no more sore throat, etc.","Twitter Web Client",276,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/urbaninfogirl/status/1102966806401175552","elizabeth o-k","Hamilton, Ontario","friendly hamiltonian. writer. book lover. library worker. wine drinker. not always in that order. she/her","https://t.co/vJROXqUGxg",FALSE,461,897,25,19677,6679,2010-11-07 04:01:48,FALSE,"https://t.co/vJROXqUGxg","http://urbaninfogirl.com","en","https://pbs.twimg.com/profile_banners/212817063/1405007407","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1015750287779418113/-IvqnZ22_normal.jpg"
"x598923607","x1102964046201012230",2019-03-05 16:08:15,"A7XTreehugger","@AmedeRubio I have a runny nose now 😒","Twitter Web App",25,"x1102803687649492992","x801561782397583360","AmedeRubio",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x801561782397583360","AmedeRubio","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/A7XTreehugger/status/1102964046201012230","Michelle Fernandez","Laredo, Texas","I love music. It's my life. I enjoy reading. I'm also a big time Gamer! If you can't find me inside. Go outside and look for the nearest tree. I'll be there!",,FALSE,206,1047,2,1209,5630,2012-06-04 04:16:09,FALSE,,,"en","https://pbs.twimg.com/profile_banners/598923607/1363061265","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1024549115768627201/8rS1wee7_normal.jpg"
"x718247233","x1102963689903267841",2019-03-05 16:06:50,"AdrienneSmith12","During cold/flu/bronchitis/pneumonia season- be on the lookout for #sepsis - costly and often deadly for all ages. You must know the signs and act fast!  #TuesdayThoughts https://t.co/MPBuwZ9cqK","Twitter for iPhone",194,,,,FALSE,FALSE,0,0,"sepsis TuesdayThoughts",,"linkedin.com/content-guest/…","https://t.co/MPBuwZ9cqK","https://www.linkedin.com/content-guest/article/sepsis-costly-deadly-hope-carla-kriwet/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AdrienneSmith12/status/1102963689903267841","Adrienne Smith","Massachusetts, USA","Communicating for @Philips #patients #data Tweets my own. Wife, Hockey Mom. Writer. Survived #sepsis 💪. Former Oxfam. Protector of God's green & blue 🌏",,FALSE,1524,4609,45,3345,7812,2012-07-26 14:46:33,FALSE,,,"en","https://pbs.twimg.com/profile_banners/718247233/1510789119","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/839595585724379138/Dtu0iF6w_normal.jpg"
"x1059514839431811072","x1102963662954717184",2019-03-05 16:06:43,"amysiorghlas","@misneachs I woke up in the middle of the night under 4 BLANKETS and my nose was STILL cold","Twitter for iPhone",80,"x1102912204330872832","x26320961","misneachs",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x26320961","misneachs","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amysiorghlas/status/1102963662954717184","Ames","Denver","","https://t.co/6ZA0g2Jdpb",FALSE,18,57,0,3,104,2018-11-05 18:36:37,FALSE,"https://t.co/6ZA0g2Jdpb","https://open.spotify.com/album/0teTtmS8CIUWzqHhB5OycQ?si=rEduIIWYQG60bRMW9pDY5w","en","https://pbs.twimg.com/profile_banners/1059514839431811072/1550774704",,"http://pbs.twimg.com/profile_images/1095585020989923328/C_10pu59_normal.jpg"
